34200.00424,1,16113575,18,5853300,1
34200.00426,1,16113584,18,5853200,1
34200.00445,1,16113594,18,5853100,1
34200.02555,1,16120456,18,5859100,-1
34200.02558,1,16120480,18,5859200,-1
34200.02561,1,16120503,18,5859300,-1
34200.05024,1,16127688,100,5850000,1
34200.0742,3,13919004,100,5876500,-1
34200.07426,3,13919027,200,5876500,-1
34200.07429,3,13919011,860,5876500,-1
34200.20152,1,16166035,100,5859300,-1
34200.20157,1,16166067,5,6989500,-1
34200.20162,1,16166083,10,6500000,-1
34200.2017,1,16166108,5,5770000,1
34200.20174,3,16113594,18,5853100,1
34200.20174,3,16113584,18,5853200,1
34200.20174,3,16120456,18,5859100,-1
34200.20177,3,16120503,18,5859300,-1
34200.20178,3,16120480,18,5859200,-1
34200.20197,1,16166175,2,5849900,1
34200.20199,1,16166186,10,4770000,1
34200.20208,1,16166226,2,5784900,1
34200.20557,1,16167159,18,5853600,1
34200.2056,1,16167166,18,5853500,1
34200.27174,1,3647217,20,5857300,1
34200.27174,1,5740544,40,5857400,-1
34200.27174,1,2109823,50,5857000,1
34200.27174,1,3570647,50,5857500,-1
34200.27174,1,3237773,20,5856900,1
34200.27174,1,3647221,5,5857500,-1
34200.27174,1,3583158,5,5856500,1
34200.27174,1,3647222,7,5857500,-1
34200.27174,1,3647220,20,5856400,1
34200.27174,1,5230851,20,5857500,-1
34200.27174,1,4731250,3,5856000,1
34200.27174,1,1373927,25,5857800,-1
34200.27174,1,1601225,20,5857800,-1
34200.27174,1,2606421,4,5858000,-1
34200.27174,1,1364835,5,5858200,-1
34200.27174,1,7277867,7,5858300,-1
34200.27485,3,16167159,18,5853600,1
34200.27485,3,16113575,18,5853300,1
34200.27493,3,16167166,18,5853500,1
34200.27502,4,5740544,40,5857400,-1
34200.27502,4,3570647,25,5857500,-1
34200.27505,1,16182611,200,5873000,-1
34200.27506,4,3647217,1,5857300,1
34200.27506,4,3647217,10,5857300,1
34200.27506,1,16182617,1000,5740000,1
34200.27507,4,3570647,25,5857500,-1
34200.27507,4,3647221,5,5857500,-1
34200.27507,4,3647222,7,5857500,-1
34200.27507,4,5230851,20,5857500,-1
34200.27507,4,1373927,25,5857800,-1
34200.27507,4,1601225,20,5857800,-1
34200.27507,5,0,100,5857900,-1
34200.27507,4,2606421,4,5858000,-1
34200.27507,4,1364835,5,5858200,-1
34200.27507,4,7277867,7,5858300,-1
34200.27507,5,0,3,5859000,-1
34200.27507,5,0,200,5859000,-1
34200.27507,5,0,1,5859100,-1
34200.27507,5,0,1,5859200,-1
34200.27507,5,0,300,5859200,-1
34200.27507,4,16166035,37,5859300,-1
34200.27508,1,16182626,65,5997500,-1
34200.27509,1,16182629,100,5852500,1
34200.27509,1,16182630,10,5500000,1
34200.27509,1,16182633,40,5900000,-1
34200.27512,1,16182649,50,5857400,1
34200.27559,1,16182791,100,6200000,-1
34200.27567,1,16182821,100,5300000,1
34200.27567,1,16182824,100,5300000,1
34200.277,3,15836274,100,5833600,1
34200.27721,3,15836282,100,5868900,-1
34200.27764,3,15847376,100,5838600,1
34200.2777,3,15847383,100,5873900,-1
34200.2804,1,16183794,18,5857700,1
34200.28042,1,16183801,18,5857600,1
34200.28045,1,16183806,18,5857500,1
34200.29384,1,16186225,100,5857000,1
34200.34739,1,16196199,100,5859300,-1
34200.35869,4,16166035,4,5859300,-1
34200.37215,1,16201512,100,6150300,-1
34200.3938,1,16207125,100,5859400,-1
34200.39398,3,16182649,50,5857400,1
34200.394,3,16183801,18,5857600,1
34200.394,3,16183806,18,5857500,1
34200.39405,1,16207170,100,5859900,-1
34200.39512,1,16207442,200,5859800,-1
34200.41775,4,16183794,18,5857700,1
34200.41775,4,3647217,9,5857300,1
34200.41775,5,0,23,5857200,1
34200.41894,5,0,77,5857200,1
34200.41894,4,2109823,23,5857000,1
34200.41909,1,16211220,18,5859200,-1
34200.4595,3,16186225,100,5857000,1
34200.4597,1,16220046,100,5854500,1
34200.48461,1,16225065,300,5870000,-1
34200.48477,1,16225109,300,5870000,-1
34200.50203,3,16220046,100,5854500,1
34200.54453,1,16235607,5,5863300,-1
34200.58086,3,14457628,100,6961500,-1
34200.58174,1,16242995,100,5400000,1
34200.58176,1,16243008,100,6313600,-1
34200.59384,1,16245465,10,5870700,-1
34200.6106,3,16196199,100,5859300,-1
34200.61075,3,16211220,18,5859200,-1
34200.61539,1,16249592,100,5854400,1
34200.64111,1,16254041,20,5820600,1
34200.64134,1,16254082,20,5888200,-1
34200.68021,1,16261926,50,5849000,1
34200.69881,1,16265081,100,5854500,1
34200.70139,1,16265573,100,5858700,-1
34200.70257,1,16265761,67,5854400,1
34200.70264,1,16265779,20,5803700,1
34200.70272,1,16265794,20,5905100,-1
34200.76306,4,2109823,1,5857000,1
34200.83357,3,16265081,100,5854500,1
34200.83376,1,16284218,100,5857000,1
34200.83452,3,16284218,100,5857000,1
34200.83477,1,16284304,100,5854500,1
34200.88741,5,0,47,5858600,-1
34200.88749,1,16291236,18,5857000,1
34200.88755,1,16291244,18,5857100,1
34200.88824,3,16284304,100,5854500,1
34200.88836,1,16291389,100,5856000,1
34200.88864,3,16291389,100,5856000,1
34200.8888,1,16291456,100,5856100,1
34200.91198,1,16294463,100,5857400,1
34200.91822,1,16295892,100,5858900,-1
34200.92065,1,16296644,100,6200000,-1
34200.96295,3,15469408,150,5853000,1
34201.00966,5,0,200,5857500,1
34201.00966,5,0,300,5857500,1
34201.00985,3,16291236,18,5857000,1
34201.00988,3,16291244,18,5857100,1
34201.01123,3,16291456,100,5856100,1
34201.01135,4,16294463,100,5857400,1
34201.01136,1,16309766,100,5854200,1
34201.01498,4,2109823,26,5857000,1
34201.01508,4,3237773,20,5856900,1
34201.01518,1,16310817,18,5856600,1
34201.01551,3,16309766,100,5854200,1
34201.01578,1,16310958,100,5854600,1
34201.01601,3,16310958,100,5854600,1
34201.01617,1,16311061,100,5855400,1
34201.03165,3,16311061,100,5855400,1
34201.03181,1,16314560,100,5855600,1
34201.04383,1,16316688,18,5856900,1
34201.04527,3,16314560,100,5855600,1
34201.04553,1,16316953,100,5855100,1
34201.15183,1,3647224,15,5855900,1
34201.15183,1,4566937,5,5859800,-1
34201.15183,1,4725584,1,5855500,1
34201.15183,1,4725977,15,5859900,-1
34201.15183,1,2118573,9,5855000,1
34201.15183,1,2109819,100,5860000,-1
34201.15183,1,3562118,5,5855000,1
34201.15183,1,2126847,120,5860000,-1
34201.15183,1,9480911,25,5855000,1
34201.15183,1,2851758,3,5860000,-1
34201.15183,1,13419503,50,5854000,1
34201.15183,1,2881480,25,5860000,-1
34201.15183,1,3790155,20,5853800,1
34201.15183,1,3305469,20,5860000,-1
34201.15183,1,4725582,2,5853800,1
34201.15183,1,3559332,3,5860000,-1
34201.15183,1,12695153,5,5853600,1
34201.15183,1,3569136,8,5860000,-1
34201.15183,1,3647225,20,5860000,-1
34201.15183,1,3689528,65,5860000,-1
34201.15183,1,4730816,50,5860000,-1
34201.15183,1,4985450,10,5860000,-1
34201.15183,1,5395985,1,5860000,-1
34201.15183,1,6325489,500,5860000,-1
34201.15183,1,9433882,35,5860000,-1
34201.15183,1,9303209,18,5865000,-1
34201.15183,1,10296777,40,5865000,-1
34201.15183,1,1365134,4,5865700,-1
34201.15183,1,3647227,80,5866000,-1
34201.16087,3,16316953,100,5855100,1
34201.16104,1,16335544,100,5855000,1
34201.17117,3,16335544,100,5855000,1
34201.17127,3,16310817,18,5856600,1
34201.17127,3,16316688,18,5856900,1
34201.17132,1,16337151,100,5854700,1
34201.17298,4,3583158,5,5856500,1
34201.17298,4,3647220,20,5856400,1
34201.17298,4,4731250,3,5856000,1
34201.17298,4,3647224,15,5855900,1
34201.17298,4,4725584,1,5855500,1
34201.17298,4,2118573,9,5855000,1
34201.17298,4,3562118,5,5855000,1
34201.17298,4,9480911,25,5855000,1
34201.17298,5,0,17,5855000,1
34201.17309,1,16337399,18,5858700,-1
34201.17314,1,16337407,5,5858600,-1
34201.17314,1,16337408,13,5858600,-1
34201.17317,1,16337414,18,5854800,1
34201.17321,1,16337423,18,5858400,-1
34201.17324,1,16337430,18,5858500,-1
34201.17328,1,16337440,3,5858600,-1
34201.17418,3,16337151,100,5854700,1
34201.17443,1,16337597,100,5854200,1
34201.18361,5,0,53,5855000,1
34201.18371,1,16338748,15,5854900,1
34201.18569,1,16339076,100,6003800,-1
34201.1869,1,16339262,66,6000000,-1
34201.18803,5,0,20,5855000,1
34201.18812,1,16339418,15,5858300,-1
34201.33245,3,15693613,409,5834600,1
34201.38397,3,16207170,100,5859900,-1
34201.38415,3,16337414,18,5854800,1
34201.38415,3,16337399,18,5858700,-1
34201.38417,3,16337423,18,5858400,-1
34201.38417,3,16337407,5,5858600,-1
34201.38417,3,16337408,13,5858600,-1
34201.3842,3,16337430,18,5858500,-1
34201.3842,3,16337440,3,5858600,-1
34201.38424,3,16338748,15,5854900,1
34201.38512,3,16207125,100,5859400,-1
34201.38587,3,16207442,200,5859800,-1
34201.39751,1,16365896,100,5858000,-1
34201.4222,1,16368700,200,5858900,-1
34201.4223,3,16339418,15,5858300,-1
34201.47629,1,16374467,50,5720000,1
34201.53632,1,16380157,18,5857700,-1
34201.53637,1,16380182,18,5857800,-1
34201.53641,1,16380189,18,5857900,-1
34201.53641,1,16380190,18,5858000,-1
34201.61725,3,1903538,100,5870000,-1
34201.73222,1,16396043,18,5854700,1
34201.73225,1,16396051,5,5854600,1
34201.73236,3,16380189,18,5857900,-1
34201.73237,3,16380157,18,5857700,-1
34201.73237,3,16380182,18,5857800,-1
34201.73239,3,16380190,18,5858000,-1
34201.78139,1,16399505,50,5600000,1
34201.8107,1,16400908,4,5869000,-1
34201.81743,1,16401226,300,5840100,1
34201.83049,1,16401966,20,5820000,1
34201.83975,1,16402559,10,5875000,-1
34201.84076,1,16402634,18,5857700,-1
34201.84081,1,16402643,18,5857800,-1
34201.84082,1,16402646,18,5857900,-1
34201.84085,1,16402650,18,5858000,-1
34201.84135,1,16402700,10,5980000,-1
34201.84805,1,16403136,3,5700000,1
34201.87494,1,16405027,300,5450000,1
34201.88615,1,16405587,98,5750000,1
34201.88625,1,16405593,100,5460000,1
34201.8927,1,16405849,600,5889400,-1
34201.89506,1,16405923,1200,5760000,1
34201.90547,1,16406396,10,6000000,-1
34201.98291,1,16411143,225,5990000,-1
34202.03034,4,16396043,18,5854700,1
34202.03034,4,16396051,5,5854600,1
34202.03034,5,0,77,5854500,1
34202.03045,1,16415481,13,5857600,-1
34202.03059,3,16402646,18,5857900,-1
34202.0306,3,16402643,18,5857800,-1
34202.03062,3,16402650,18,5858000,-1
34202.03435,1,16415792,18,5857300,-1
34202.03439,1,16415796,18,5857500,-1
34202.0344,1,16415798,18,5857400,-1
34202.03443,1,16415801,9,5857600,-1
34202.0892,1,16419186,5,5450000,1
34202.17974,5,0,200,5854600,1
34202.17995,3,16402634,18,5857700,-1
34202.17995,3,16415796,18,5857500,-1
34202.17997,3,16415481,13,5857600,-1
34202.17997,3,16415801,9,5857600,-1
34202.18,3,16415798,18,5857400,-1
34202.18038,1,16426495,60,5870000,-1
34202.19017,1,16428667,2000,5840000,1
34202.21952,3,16235607,5,5863300,-1
34202.23811,1,16440769,200,5970000,-1
34202.24161,1,16441754,100,5785500,1
34202.25525,5,0,4,5854500,1
34202.25525,5,0,26,5854500,1
34202.25534,1,16445672,18,5857300,-1
34202.25538,1,16445684,10,5857200,-1
34202.25539,1,16445687,8,5857200,-1
34202.25545,1,16445707,18,5857200,-1
34202.25909,1,16446663,100,5870000,-1
34202.26075,3,16337597,100,5854200,1
34202.26328,1,16447901,100,5898500,-1
34202.26463,1,16448284,100,5450000,1
34202.26688,1,16448955,100,5450000,1
34202.2697,1,16449896,100,5854400,1
34202.27299,3,16449896,100,5854400,1
34202.27448,1,16450945,100,5854200,1
34202.31287,1,16457080,100,5900000,-1
34202.38348,3,16368700,200,5858900,-1
34202.38361,3,16445687,8,5857200,-1
34202.38361,3,16445707,18,5857200,-1
34202.38362,3,16415792,18,5857300,-1
34202.38362,3,16445672,18,5857300,-1
34202.38364,3,16445684,10,5857200,-1
34202.38517,1,16467671,100,5858100,-1
34202.49144,3,16450945,100,5854200,1
34202.49157,1,16479076,100,5856900,1
34202.4919,3,16479076,100,5856900,1
34202.49202,1,16479170,100,5854200,1
34202.55099,1,16485127,100,5503100,1
34202.56555,1,16486693,18,5857700,-1
34202.56561,1,16486703,8,5857900,-1
34202.56563,1,16486709,18,5857800,-1
34202.56566,1,16486714,10,5857900,-1
34202.56567,1,16486717,18,5858000,-1
34202.57909,3,16479170,100,5854200,1
34202.57921,1,16488533,100,5854700,1
34202.68232,1,16497956,18,5857400,-1
34202.68235,1,16497960,4,5857500,-1
34202.68245,3,16486703,8,5857900,-1
34202.68245,3,16486709,18,5857800,-1
34202.68246,3,16486714,10,5857900,-1
34202.68248,3,16486717,18,5858000,-1
34202.68272,1,16497983,18,5857100,-1
34202.68274,1,16497988,2,5857200,-1
34202.73772,1,16502634,100,5857100,-1
34202.75688,1,16504889,18,5856800,-1
34202.75691,1,16504892,16,5856900,-1
34203.0118,3,16488533,100,5854700,1
34203.01193,4,16504889,18,5856800,-1
34203.01193,4,16504892,16,5856900,-1
34203.01193,1,16527925,66,5857000,1
34203.01199,3,16486693,18,5857700,-1
34203.01199,3,16497956,18,5857400,-1
34203.01199,3,16497960,4,5857500,-1
34203.01199,3,16497988,2,5857200,-1
34203.012,3,16497983,18,5857100,-1
34203.01205,4,16527925,66,5857000,1
34203.01229,1,16527982,18,5854500,1
34203.08949,1,16535218,18,5856800,-1
34203.08951,1,16535225,18,5856900,-1
34203.08954,1,16535228,18,5857000,-1
34203.08956,1,16535234,18,5857100,-1
34203.12224,1,16538191,10,5854600,1
34203.12232,3,16527982,18,5854500,1
34203.13269,1,16539283,12,5856500,-1
34203.29557,4,16539283,12,5856500,-1
34203.29557,4,16535218,18,5856800,-1
34203.29567,1,16554356,18,5854600,1
34203.29582,3,16535228,18,5857000,-1
34203.29583,3,16535225,18,5856900,-1
34203.29583,3,16535234,18,5857100,-1
34203.32185,1,16556387,100,5853700,1
34203.32428,5,0,26,5857000,-1
34203.32428,5,0,44,5857000,-1
34203.32438,1,16556599,10,5854700,1
34203.3462,3,16485127,100,5503100,1
34203.34638,1,16558679,100,5503100,1
34203.40747,1,16563530,18,5856800,-1
34203.40751,1,16563536,18,5856900,-1
34203.40751,1,16563538,18,5857000,-1
